0,1,2,3,4
0.01977,0.0206,0.02369,0.02669,0.02832
0.00956,0.02598,0.07407,0.08594,0.10061
0.02601,0.03744,0.0395,0.0419,0.0439
0.02431,0.04778,0.04801,0.06181,0.06894
0.00649,0.00749,0.00753,0.01088,0.02839
0.04298,0.04836,0.05415,0.06094,0.06114
0.03205,0.04885,0.0495,0.08436,0.09223
0.03205,0.04633,0.04645,0.0553,0.08215
0.03672,0.0391,0.04531,0.05315,0.05872
0.0431,0.05844,0.06417,0.07901,0.07944
0.07411,0.10202,0.11118,0.11145,0.13873
0.06612,0.08503,0.1208,0.12529,0.12929
0.00412,0.01985,0.02048,0.02343,0.02437
0.03088,0.03525,0.05201,0.055,0.06312
0.07746,0.1173,0.11936,0.12662,0.1288
0.02326,0.02601,0.03064,0.04198,0.04984
0.00963,0.01093,0.01208,0.04023,0.0428
0.00487,0.00963,0.02337,0.03809,0.05344
0.04832,0.06177,0.06313,0.0847,0.08578
0.07911,0.08882,0.09972,0.1128,0.11703
0.04092,0.05483,0.07911,0.09196,0.09475
0.0112,0.05306,0.05895,0.06261,0.07429
0.04741,0.08048,0.08809,0.10591,0.1085
0.00412,0.01985,0.02048,0.02343,0.02437
0.02228,0.02544,0.03027,0.05069,0.05543
0.07021,0.07598,0.0847,0.09102,0.09389
0.00955,0.02219,0.02415,0.02923,0.02923
0.00232,0.00352,0.00639,0.0139,0.01681
0.03499,0.05599,0.08224,0.09499,0.10089
0.04186,0.08128,0.08726,0.10018,0.10056
0.12268,0.16673,0.19774,0.22739,0.262
0.06425,0.06508,0.08428,0.08436,0.0899
0.03319,0.07721,0.07944,0.0823,0.08511
0.00134,0.00274,0.00274,0.00437,0.00483
0.01333,0.01532,0.01573,0.04317,0.0549
0.01653,0.04541,0.04619,0.0491,0.06536
0.17659,0.196,0.20257,0.22005,0.22821
0.02984,0.05454,0.0631,0.0772,0.07831
0.01309,0.02396,0.031,0.03201,0.03301
0.1371,0.14041,0.14288,0.1692,0.17551
0.00232,0.00352,0.00639,0.0139,0.01681
0.00487,0.01109,0.01109,0.01581,0.0395
0.05573,0.06829,0.08017,0.08215,0.08583
0.15079,0.16565,0.17235,0.18763,0.19112
0.009,0.01237,0.01421,0.01468,0.01485
0.02102,0.02238,0.04888,0.05538,0.05587
0.01301,0.01881,0.02048,0.03054,0.04903
0.03633,0.05666,0.06087,0.07126,0.07425
0.00361,0.02777,0.05165,0.05896,0.08626
0.07334,0.0796,0.09055,0.09222,0.09626
0.00487,0.00963,0.02337,0.03809,0.05344
0.0101,0.01068,0.02963,0.03538,0.03858
0.04843,0.05937,0.07355,0.07414,0.08895
0.08304,0.0932,0.1004,0.101,0.10457
0.02777,0.02935,0.05325,0.06679,0.09065
0.04832,0.06177,0.06313,0.0847,0.08578
0.00871,0.00918,0.01965,0.02065,0.0228
0.00641,0.01721,0.02946,0.02984,0.032
0.03822,0.05415,0.05613,0.06709,0.07186
0.01653,0.044,0.06259,0.07291,0.07553
0.02472,0.03961,0.05538,0.06052,0.06057
0.00145,0.00332,0.00431,0.00622,0.00686
0.03633,0.06385,0.06701,0.06898,0.08331
0.10775,0.13341,0.13957,0.17132,0.17276
0.0568,0.05899,0.06686,0.07379,0.08025
0.00639,0.01136,0.01332,0.01614,0.01679
0.00737,0.01135,0.01319,0.01323,0.01389
0.04278,0.05569,0.06692,0.07188,0.08155
0.09187,0.11486,0.12204,0.12604,0.13044
0.0359,0.03651,0.04353,0.06171,0.06213
0.10095,0.11706,0.1299,0.13523,0.14793
0.02327,0.03548,0.03672,0.04514,0.06502
0.08503,0.13844,0.15623,0.15745,0.16921
0.01368,0.04444,0.09736,0.12662,0.12929
